text,location_str,latitude,longitude,sentiment,sentiment_strength,confidence,neg_score,neu_score,pos_score,analysis_timestamp
Esta entrega de #PaquetesAlimentarios se hará de manera simultánea con la que anunció el Presidente @Nayibbukele en la reforma que beneficiará a los pescadores que no recibieron el subsidio por la pandemia del #COVID19. https://t.co/QI9CjGheL9,El Salvador,13.8000382,-88.9140683,Neutral,-0.0686,0.8032,0.1327,0.8032,0.0641,2025-12-05 13:26:52
"One woman continued to test positive for #COVID19 for almost eight months, earlier this year, while the virus underwent more than 30 genetic shifts. #SouthAfrica #OmicronVariant
https://t.co/ZtDcKdX9Hq","Navan, Ireland.",53.6530941,-6.6840434,Neutral,-0.374,0.5772,0.3984,0.5772,0.0244,2025-12-05 13:26:52
"@ChadLivengood @SenMikeShirkey The idea that 'natural immunity is ""way better"" than vaccine' may end up being true.  We do not know yet.

I think your point is that it's better NOT to get #COVID19 in the first place..?",Michigan,43.6211955,-84.6824346,Neutral,-0.148,0.7088,0.2196,0.7088,0.0716,2025-12-05 13:26:52
"I do like the darts, it has to be said. 👇

* tbc, I’m not keen on the maskless beer swigging crowds in the times of #COVID19 though. https://t.co/IhmaLa788w","Birmingham, England",52.4796992,-1.9026911,Positive,0.3846,0.4816,0.097,0.4215,0.4816,2025-12-05 13:26:52
"Hablemos de RSE... Las empresas volviendo al laburo remoto en 3...2... 

#COVID19 #homeoffice #Rebrote #Vacunate #vacunacion",GBA sur,46.3158377,3.3981259,Neutral,-0.052,0.8558,0.0981,0.8558,0.0461,2025-12-05 13:26:52
"UN Secretary-General, António Guterres has expressed deep concern over the restrictions imposed on travellers from southern African countries due to the emergence of the new Coronavirus (COVID-19) variant, Omicron.  #AntónioGuterres #Covid19 #Omicron

https://t.co/lvxmogWljn https://t.co/SJdBvEQnI6","Lagos, Nigeria",6.4550575,3.3941795,Neutral,-0.4364,0.52,0.4582,0.52,0.0218,2025-12-05 13:26:52
"#DePlaneta | El principal epidemiólogo del Gobierno de #EstadosUnidos, Anthony Fauci, instó a los estadounidenses a vacunarse o recibir una dosis de refuerzo para el feriado de Acción de Gracias, ante el aumento de los contagios de #COVID19 en el país. https://t.co/j1KcK9wv9Z",El Salvador,13.8000382,-88.9140683,Neutral,0.0804,0.8578,0.0309,0.8578,0.1113,2025-12-05 13:26:52
"Internacional: Moscú entra en cuarentena y cierra escuelas, restaurantes y tiendas en plena hecatombe por el coronavirus - El Comercio Perú https://t.co/eIMBGSRQyy #Coronavirus #Covid19 #Rusia #Moscú https://t.co/AxDcIa3Ljy",Perú,-6.8699697,-75.0458515,Neutral,-0.2067,0.7328,0.2369,0.7328,0.0302,2025-12-05 13:26:52
Voilà c'est exactement ce q je reproche aux #antivax/#AntiPassSanitaire dans ce #COVID19 : leur absence de solidarité. La liberté des uns s'arrête dès qu'elle nuit à autrui. Ne pas être vacciné c pas q'1 pb de contamination mais aussi et surtout de saturation des hôpitaux https://t.co/83lPeOvw8R,France,46.603354,1.8883335,Neutral,-0.2971,0.6351,0.331,0.6351,0.0339,2025-12-05 13:26:52
"#關鍵新聞 有記者問到台大的混打報告中，AZ疫苗混打莫德納對Delta變異株的保護力高達100％是什麼意思？羅一鈞強調，疫苗保護力不是只有看抗體力價：

#武漢肺炎 #新冠肺炎 #COVID19 #AZ疫苗 #混打 #莫德納疫苗

https://t.co/Rvxdylpqo7",Taiwan,23.9739374,120.9820179,Neutral,0.0214,0.8156,0.0815,0.8156,0.1029,2025-12-05 13:26:52
"Vaccines Minister Maggie Throup visited @GSTTnhs to see the fantastic work done by staff and volunteers to: 

▶️ vaccinate 12-15 year-olds
▶️ give out #COVID19 vaccine booster doses

Find out if you are eligible: https://t.co/nGDnNOlHfQ 

#GetBoosted https://t.co/SPNL0oo4lr",England,52.5310214,-1.2649062,Positive,0.8972,0.9002,0.003,0.0968,0.9002,2025-12-05 13:26:52
#COVID19 : le prochain vaccin de @valnevaSE tâchera de convaincre les sceptiques https://t.co/TsXZn7KlH8 via @bymaddyness,Paris 75 (France) U.E,48.8444405,2.3718375,Neutral,-0.1459,0.7829,0.1815,0.7829,0.0356,2025-12-05 13:26:52
"Covid en Occitanie : "" Les taux d'incidence s'affolent "" alerte l'ARS [ https://t.co/9NCR9NHVsw ] Il y a 6heures [ #Covid19 ] + de 700 cas pour 100 000 habitants en Occitanie : le taux Cote contaminations, l'ARS releve en moyenne 7, 6 de tests positifs e https://t.co/t2Hj0MR0WD",Everywhere,45.5055196,-122.6564484,Neutral,-0.2252,0.7276,0.2488,0.7276,0.0236,2025-12-05 13:26:52
"Danser encORe
#COVID19
#Passanitaire 
#passedelahonte https://t.co/d6AWqUx6Bx","Bretagne, Bretagne",47.2176356,-1.5589832,Neutral,-0.1931,0.7295,0.2318,0.7295,0.0387,2025-12-05 13:26:52
4 Tips to Communicate Effectively with a Face Mask at Work https://t.co/KI0CPIQSpP #covid19 #culturaldifferences #etiquette #facemask,New York,40.7127281,-74.0060152,Neutral,0.0306,0.8226,0.0734,0.8226,0.104,2025-12-05 13:26:52
"This Holiday season, let’s celebrate while being safe from #COVID19. Here are a few tips from the CDC to help.
 https://t.co/tIdxim1PES","Punta Gorda, FL",26.9351529,-82.0512058,Positive,0.8616,0.8662,0.0046,0.1292,0.8662,2025-12-05 13:26:52
#COVID19 has had a significant impact on #mentalhealth across the globe and companies have taken notice. Discover how to build a strategic mental #health program that will lead to a healthier and more engaged staff. #benefits https://t.co/jMgfGpDe2E https://t.co/lhUTVQkKgq,"Dublin City, Ireland",53.3493795,-6.2605593,Positive,0.6885,0.7019,0.0134,0.2847,0.7019,2025-12-05 13:26:52
245 nuevas defunciones y casi 3 mil contagios en las últimas 24 Horas por #COVID19 en #Mexico registra @SSalud_mx .,"Guadalajara, México",20.6720375,-103.338396,Neutral,-0.1071,0.8351,0.136,0.8351,0.0289,2025-12-05 13:26:52
"Sorry, aber LOL! 🤣 #COVID19 #werder #corona https://t.co/fFDTNJgKg7",Niederbayern,48.6901497,12.7476859,Negative,-0.4321,0.5203,0.5203,0.3915,0.0882,2025-12-05 13:26:52
"Auch in Stadt und Landkreis #Rosenheim gibt es jetzt zwei erste Verdachtsfälle auf die neue #Corona-Variante #Omnicron. Mehr dazu aktuell auf meiner Plattform https://t.co/hZ3W2M3mRL: 
https://t.co/q9xWowJQke
#bayern #aktuell #nachrichten #covid19 https://t.co/kQzfF4U1tP","Rosenheim, Bayern",47.8539273,12.127262,Neutral,-0.0513,0.7631,0.1441,0.7631,0.0928,2025-12-05 13:26:52
Teachback &amp; checking understanding has never been more important. Watch the video from @SSKS_Online &amp; @NESKnowledge and visit our website to learn more. https://t.co/hzbXF980MR #healthliteracy #coronavirus #covid19 @RCGP @jasonleitch @nhsscotland @scotgovhealth https://t.co/Cjq3xXOcyL,"Scotland, United Kingdom",56.7861112,-4.1140518,Positive,0.5371,0.5466,0.0095,0.4439,0.5466,2025-12-05 13:26:52
#Köln ist lost. #COVID19 #Karneval #LockdownJetzt https://t.co/mAdHBRlxJ1,Rheinland,49.9531599,7.310646,Negative,-0.6846,0.6983,0.6983,0.288,0.0137,2025-12-05 13:26:52
"No boletim deste domingo, temos o número de leitos disponíveis para Covid-19 em quatro hospitais privados de São Luís e um de Imperatriz. 🦠😷

#GarantirDireitos #PROCONMA #GovernoDeTodosNós #Covid19 #Boletim https://t.co/94vDmUShI1",Maranhão,-5.2085503,-45.3930262,Negative,-0.598,0.6126,0.6126,0.3729,0.0146,2025-12-05 13:26:52
"پنجاب میں کورونا ویکسین گھر کی دہلیز پر لگے گی

مزید پڑھیے:https://t.co/NL21ZMpbf1

#News360 #Punjab #COVID19 #Covid_19 #coronavirus #CovidVaccine  

https://t.co/2WsKztpOsz
https://t.co/9PyUilne6f
https://t.co/uWWkJeB4Uq
https://t.co/AVPFAPjD70
https://t.co/OXJtPDR9HI https://t.co/CgaisH4cEA","Karachi, Pakistan",24.8546842,67.0207055,Neutral,-0.0788,0.8397,0.1196,0.8397,0.0408,2025-12-05 13:26:52
"Now the BC #Government is phasing out mink farming under the guise of #COVID19 ❗️🥜🥜🇨🇦 will this apply to dogs, cats, horses, cows, goats where's the science👀⬆️👀⬇️👀➡️👀⬅️",Nanoose Bay British Columbia,49.271116,-124.1925699,Negative,-0.6674,0.679,0.679,0.3095,0.0116,2025-12-05 13:26:52
@blf_tv @PascalPraud Le #COVID19 à côté c’est des vacances,France,46.603354,1.8883335,Negative,-0.5299,0.5516,0.5516,0.4266,0.0217,2025-12-05 13:26:52
"Le critère pour de nouvelles mesures #Covid19 était le taux d'occupation des lits (notamment ceux des soins intensifs) dans les hôpitaux. 🙄🙄
Je comprends mieux pourquoi on se retrouve dans ce bordel. 
#Efficace #MadeInSwitzerland #SwissCovidFail https://t.co/oTj1tvt3OP",Genève,46.2017559,6.1466014,Negative,-0.6743,0.6902,0.6902,0.2938,0.0159,2025-12-05 13:26:52
No offence but we all need to use critical thinking here! #Domicron #Covid19 #CovidVaccine #covidvariant #OmicronVariant https://t.co/35JbtiqYes,AUSTRALIA,-24.7761086,134.755,Neutral,-0.394,0.5013,0.4463,0.5013,0.0523,2025-12-05 13:26:52
"The #COVID19 #pandemic has reinforced the fact that #frugality of #startups is capable of helping even larger #enterprises solve problems across the board.” 

@SharmaShradha on the launch of #UnicornsOfIndia 
 
https://t.co/5SVbluw8s3",India,22.3511148,78.6677428,Positive,0.8037,0.8118,0.0081,0.1802,0.8118,2025-12-05 13:26:52
"🇦🇹 Aktuelle Situation Covid-19 in OÖ (Stand 24. November 2021): 65,7% mit Erstimpfung, 57,1% mit Zwietimpfung https://t.co/BxTSOm6dyO #covid #covid19 #corona",Austria,47.59397,14.12456,Neutral,-0.2563,0.6853,0.2855,0.6853,0.0292,2025-12-05 13:26:52
"We had a real chance to contain #COVID19, but we blew it because some in government didn’t care and didn’t want to do the work. Typical ‘Lucky Country’ stuff. 😢 #auspol https://t.co/FpETw7dgZN","Perth, Western Australia",-31.9558967,115.8605784,Negative,-0.9221,0.9298,0.9298,0.0625,0.0077,2025-12-05 13:26:52
"Mantener la 🧍🏻‍♀️🧍🏻#SanaDistancia evita el riesgo de contagio de #COVID19. 

¡No bajes la guardia, porta el 😷🧼🤲🏻🧴#EscudoDeLaSalud! https://t.co/zwRDcaBjDN","Morelos, México",18.75,-99.0,Negative,-0.586,0.6184,0.6184,0.3492,0.0324,2025-12-05 13:26:52
"Research states that breastfeeding prevalence has been affected due to increased fear, myths &amp; misinformation

Today on the #LiveWellZimbabwe, we want to dispel some ofthose myths especially those in relation to #COVID19 and Infant&amp; Young Child Feeding (IYCF)

Tune in at 2.15pm https://t.co/T5ndbO62Gb","Harare, Zimbabwe",-17.8567035,31.0601584,Neutral,-0.3118,0.6328,0.3395,0.6328,0.0277,2025-12-05 13:26:52
"It's great that scientific thinking (finally) prevailed with the removal of the #omicron #travelbans. Now to convince #antivaxxers to #getvaccinated so we can all avoid #variantsofconcern, #vaccinemandates, and another hard #lockdown. https://t.co/FEfE2sMvuT #covid19 #coronavirus","Cape Town, South Africa",-33.9288301,18.4172197,Positive,0.5773,0.6492,0.0719,0.2789,0.6492,2025-12-05 13:26:52
"How Parents and Teachers are Working to Fight Off Germs in the Era of #COVID19 - https://t.co/F5gKZGFPXV

Take the next step by providing a healthy and safe environment. Reach out to us today to learn how you can install the #ActivePure Proprietary Technology! https://t.co/VWVGo5QXvG","3895 Hastings street, Burnaby",49.2802871,-122.971777,Positive,0.5324,0.5426,0.0102,0.4472,0.5426,2025-12-05 13:26:52
"Có thể đặt hẹn chích ngừa #COVID19 cho trẻ em tại trang mạng #vaccine của #Ontario từ khoảng 8 giờ sáng thứ Ba 23/11, qua tổng đài điện thoại, qua sở y tế địa phương, tại nhà thuốc tây hoặc bác sĩ. https://t.co/GYynjNNrnX",Canada & Việt Nam,45.4430945,-75.6912691,Neutral,-0.1608,0.7479,0.2065,0.7479,0.0457,2025-12-05 13:26:52
"Local businesses set to benefit from boost in support 
https://t.co/0V2ObmA6IZ
#Business #Commission #Commissioner #Communication #Coronavirus #Council #Covid19 #Economy #Farming #Government #Heart #Infrastructure #Project #SmallBusiness #Tourism #Victoria https://t.co/gLHLxJWrsn",Australia,-24.7761086,134.755,Positive,0.6323,0.6432,0.0109,0.3459,0.6432,2025-12-05 13:26:52
"Analysis of Immune Escape Variants from Antibody-based Therapeutics Against #COVID19 {pre-print} [Nov 11, 2021] @dfocosi et al. @ACasadevall1 @medrxivpreprint https://t.co/3bFrvzjbYX #COVID19CP","Milwaukee, WI",43.0386475,-87.9090751,Neutral,-0.0034,0.9173,0.043,0.9173,0.0396,2025-12-05 13:26:52
https://t.co/k5U2M3D58B #navarra #COVID19,"Pamplona, Navarra, Spain",42.8181992,-1.6440089,Neutral,-0.2264,0.7013,0.2626,0.7013,0.0362,2025-12-05 13:26:52
"7,333 cases of #COVID19 reported today https://t.co/oWetL7Z3ip","Dublin City, Ireland",53.3493795,-6.2605593,Neutral,-0.4084,0.523,0.4427,0.523,0.0343,2025-12-05 13:26:52
Se Reportan largas filas en #Sausalito de #ViñadelMar para #vacunación por #COVID19 aporte de #MinaOpositora cc @RadioValparaiso @TTIValparaiso https://t.co/h1xQ2g1Vo9,Chile,-31.7613365,-71.3187697,Neutral,-0.1144,0.8114,0.1515,0.8114,0.0371,2025-12-05 13:26:52
"INTERNATIONAL | CDC shortens #COVID19 isolation period for health care workers. #HHR #Isolation #HealthCareWorkers #Omicron #asymptomatic

https://t.co/2thpF4u2J9","Toronto, Ontario",43.6534817,-79.3839347,Neutral,-0.0415,0.8745,0.0835,0.8745,0.042,2025-12-05 13:26:52
"¿Será casualidad que la mascarilla obligatoria en exteriores que proponía el Gobierno Autonómico Catalán salga adelante? ¿Gestionan las decisiones del #covid19 pactos territoriales? ¿Dependemos de favores contraídos tras las urnas? ¿Qué opina el ""Comité de Expertos""? https://t.co/U4HPFbYDo9",Las Palmas de Gran Canaria,28.1288694,-15.4349015,Neutral,-0.0949,0.8393,0.1278,0.8393,0.0329,2025-12-05 13:26:52
"The #COVID19 #pandemic put both the unitary strengths and the federal assets of India’s political structure to serious test, buffeting the nation from one extreme to the other. But the country’s federalism emerged strong: Ramanath Jha. https://t.co/Dib430jJMd",India,22.3511148,78.6677428,Neutral,-0.0345,0.7226,0.156,0.7226,0.1215,2025-12-05 13:26:52
"হত্যা করার আগে হোয়াটসঅ্যাপে একটি বার্তা দিয়েছেন তিনি। এতে লিখেছেন, ‘লাশ গুনতে গুনতে আমি ক্লান্ত। ওমিক্রনের সংক্রমণ থেকে কেউ রেহাই পাবে না। এমন পরিস্থিতির যাতে শিকার না হতে হয়, তাই ওদের মুক্তি দিচ্ছি’
#COVID19 #India #OmicronVariant
https://t.co/QGJmvZLydT","Dhaka, Bangladesh",23.7643863,90.3890144,Neutral,0.037,0.731,0.116,0.731,0.153,2025-12-05 13:26:52
"Great work Victoria

Thank you to everyone who has been #vaccinated against #Covid_19 to help keep their family, friends and communities safe

#COVID19 #vaccinations #vaccine 

@YACVic @YACVicCEO @SandroDemaio @VictorianCHO @VicGovDH @VicHealth @MVECau https://t.co/fNbABA6VyP",Victoria Australia,-36.5986096,144.6780052,Positive,0.9461,0.952,0.0059,0.0421,0.952,2025-12-05 13:26:52
"Llevo dos días intentando entender por qué Omicron #COVID19 es peor pero nadie da razón clara. Básicamente dicen ""esperar"".",Costa Rica,10.2735633,-84.0739102,Neutral,-0.1095,0.7821,0.1637,0.7821,0.0542,2025-12-05 13:26:52
@MSNBC @maddow what do you have to say about this? Everyone knows this is BS and lies. The vaccinated contract and transmit as well as die from the virus. #MSNBC #COVID19 #vaccination #lies #media #liars https://t.co/UYZefOaMxM,United States,39.7837304,-100.445882,Negative,-0.9137,0.9203,0.9203,0.0731,0.0066,2025-12-05 13:26:52
"Sur 2% (-1) de tests criblés, 0% (-) ont la mutation E484K ( Beta/Gamma/Mu, ex sud-africains  /brésiliens/colombiens), 0% (-3,8) la mutation E484Q (variant Kappa/Inde) et 74,2% (-5,3) la mutation L452R (DELTA indien)
#Troyes #Coronavirus #covid19 #aube #vaccin #delta #omicron 4/7",Troyes,48.2971626,4.0746257,Neutral,-0.2338,0.7195,0.2571,0.7195,0.0233,2025-12-05 13:26:52
"Status Terkini #COVID19, 6 NOV 2021
Kes baharu positif = 4,701

#KitaJagaKita
#RakyatJagaRakyat https://t.co/S4qE2Z2cy3","Johore, Malaysia",2.0228821,103.3114564,Neutral,-0.1566,0.7946,0.181,0.7946,0.0244,2025-12-05 13:26:52
"With industries recovering from the Covid-19 pandemic leading to a rise in the number of companies participating in campus placement, IIT Guwahati has bagged 179 PPOs so far, @VinayUmarji

#covid19 #coronavirus #Pandemic

https://t.co/PU0VQc2cRU",India,22.3511148,78.6677428,Neutral,0.1876,0.7655,0.0235,0.7655,0.2111,2025-12-05 13:26:52
"J'ai observé les dates de 10 milliards de pc et smartphones pendant 11 mois.
Ils indiquent tous 2021 chaque jour.
10 milliards ! Qu'on ne vienne pas me dire que je manque de recul !

Du coup, je suis formel, nous ne passerons jamais en 2022.

Nouvelle ""logique"" #Covid19","Essonne, Ile-de-France",48.5303402,2.2392918,Neutral,-0.1561,0.7185,0.2188,0.7185,0.0627,2025-12-05 13:26:52
#Veracruz: Semáforo #COVID19 por municipio del 18 al 31 de octubre https://t.co/0LSMqNsKYz #Verfollow #Xalapa #Tuxpan #Coatzacoalcos #Pánuco #Coatepec #Córdoba #Orizaba #Perote #Alvarado #BocaDelRío #PozaRica #Álamo #Papantla #Tantoyuca #Misantla #Minatitlán #Cardel #Cosoleacaque,México,23.6585116,-102.0077097,Neutral,-0.1793,0.7701,0.2046,0.7701,0.0253,2025-12-05 13:26:52
"Los científicos estudian el aumento de la #contaminacion del aire en algunos puertos marítimos #NO2 #COVID19 
 https://t.co/g7vrdnTIal a través de @MeteoredES",España,39.3260685,-4.8379791,Neutral,-0.1553,0.753,0.2011,0.753,0.0458,2025-12-05 13:26:52
Yet another soccer player collapsed on the field yesterday. Sheffield United midfielder John Fleck (30 yo) was taken off on a stretcher after dropping to the ground in the 2nd half of a Championship game. Weird right? So many young athletes with sudden cardiac problems? #COVID19,"Florida, USA",27.7567667,-81.4639835,Negative,-0.79,0.7982,0.7982,0.1935,0.0082,2025-12-05 13:26:52
#Vacinômetro | @minsaude já distribuiu 334.915.512 doses de vacinas contra a #covid19 por todo o país. Número de doses aplicadas chega a 275.923.184. Confira: https://t.co/qSZnBK4Hc1. https://t.co/JuuhFZDTmC,Brasília/DF,-15.7754462,-47.7970891,Neutral,-0.0722,0.845,0.1136,0.845,0.0414,2025-12-05 13:26:52
"AD |  What your staycation needs to beat the holiday blues @AllThingsGee 

#staycation #vacation #covid19 #blogdreamrt #cosybloggersclub #worldbloggersrt #WritingCommunity 

https://t.co/g17jw9TYyU",United States,39.7837304,-100.445882,Neutral,0.1136,0.8163,0.035,0.8163,0.1486,2025-12-05 13:26:52
"We’ve missed a lot in the past 21 months, but we have the tools to get back to birthday parties, graduation celebrations and so much more. Schedule your #COVID19 vaccine or booster today by calling 1-888-580-1060. https://t.co/U39jFs0R2S",NorthWest Indiana,41.4164496,-85.7466393,Positive,0.7802,0.7966,0.0164,0.187,0.7966,2025-12-05 13:26:52
"🗣 ¡ATENCIÓN A LA COMUNIDAD! 
Mañana, JUEVES 30 de diciembre, tendremos pruebas GRATUITAS de #COVID19 en @ConsulmexStaAna de 9:00am a 1:00pm, en el área del estacionamiento.  
No requiere CITA

@LHAORG","Santa Ana, California",33.7494951,-117.873221,Neutral,-0.0449,0.7957,0.1246,0.7957,0.0797,2025-12-05 13:26:52
"@PublicHealthCns @DrAseemMalhotra Seems to be a pattern with this doctor

"" ..he disagrees with us, without providing any evidence to support his implication.""

#vaccineswork #professionalmisconduct #COVID19
https://t.co/0iqztRGfjm","Saskatchewan, Canada",55.5321257,-106.141224,Negative,-0.6807,0.6924,0.6924,0.2959,0.0117,2025-12-05 13:26:52
"☃️ De cara al invierno y con la posibilidad de una cuarta ola de contagios, AMLO analiza la necesidad de aplicar una tercera dosis de refuerzo contra #COVID19 en México 🇲🇽. De concretarse, comenzarían con los adultos mayores de 65 años.
https://t.co/qmAyy155ug","Tehuacán, Puebla",18.4658011,-97.3978348,Neutral,0.026,0.858,0.058,0.858,0.084,2025-12-05 13:26:52
"@TheJusticeDept is starting to ramp up enforcements surrounding noncompliant #COVID19 billing and testing, as seen with a lab owner in Arkansas.

Are you confident that your practices will keep you from encountering legal action or monetary penalties?

https://t.co/Q5Es5KkiWU",USA,39.7837304,-100.445882,Neutral,-0.3514,0.5978,0.3768,0.5978,0.0254,2025-12-05 13:26:52
"Por otra parte, 207.543 ciudadanos de L'#Hospitalet han recibido al menos una dosis de la vacuna contra el #covid19 y, en total, 203.242 hospitalenses ya disponen de una pauta completa de vacunación
 https://t.co/jZjnZusDzy",L'Hospitalet de Llobregat,41.3598601,2.0997927,Neutral,-0.0864,0.8232,0.1316,0.8232,0.0452,2025-12-05 13:26:52
#ÚltimaHora | 🔴☣️ México rebasa las 285 mil muertes por #Covid19; hay 5 mil 69 contagios más.  https://t.co/2iCJPzwBzp https://t.co/cE6clmVjAh,"México, Distrito Federal",19.4326296,-99.1331785,Neutral,-0.0647,0.8621,0.1013,0.8621,0.0366,2025-12-05 13:26:52
Tous les vols Paris-Nice étaient complets aujourd’hui #Cqfd #Omicron #COVID19 https://t.co/54v705NaBW,"Paris, France",48.8588897,2.320041,Neutral,-0.2631,0.6844,0.2893,0.6844,0.0262,2025-12-05 13:26:52
"Japón detecta sus primeros casos de transmisión comunitaria de ómicron
#COVID19",Galicia,42.61946,-7.863112,Neutral,-0.1738,0.7457,0.214,0.7457,0.0402,2025-12-05 13:26:52
"Check out ""Open Legal Publishing and the Time of #COVID19"" by #CALLACBD member Sarah Sutherland (@parallaxinfo) on Slaw (@slaw_dot_ca): https://t.co/mSbqeCCXxj. https://t.co/15FPxmt2wN",Canada,61.0666922,-107.991707,Neutral,0.1012,0.8774,0.0107,0.8774,0.1119,2025-12-05 13:26:52
"We know of so many members who spent last Christmas alone, isolated, for often the very first time away from family. Because they were following the rules. We know because our community outreach worker was doing welfare calls all the way up to Christmas. #COVID19 https://t.co/7WzsXMO8ZG","Leeds, UK",53.7974185,-1.5437941,Neutral,-0.2018,0.6324,0.2847,0.6324,0.0829,2025-12-05 13:26:52
"The U.S. Department of Homeland Security has recognized car rental companies as “essential transportation services”. This allows us to continue supporting our community by ensuring necessary personal mobility. #coronavirus #COVID19 #Corona #CarRental

https://t.co/3OZseG7DnS https://t.co/Ufp81B2tTW","Inglewood, CA",33.9562003,-118.353132,Positive,0.5754,0.586,0.0106,0.4033,0.586,2025-12-05 13:26:52
"And #Twitter. Just in case you plan cancelling.

Had that! (Deeper you know)

#MerryChristmas #FromTheHeart #COVID19

https://t.co/pCnvKIqB7T","Glasgow, Scotland",55.861155,-4.2501687,Neutral,0.1964,0.5052,0.1492,0.5052,0.3456,2025-12-05 13:26:52
@regionepiemonte : anticipata al 22 novembre la #terzadose per la fascia 40-59 anni #vaccino #covid19 #monferrato https://t.co/ADHTpOw0ck,Casale Monferrato,45.1362661,8.4498127,Neutral,-0.0715,0.8471,0.1122,0.8471,0.0407,2025-12-05 13:26:52
J'ai fait les 2 vaccins pfizer. Est ce que je peux prendre le 3 ieme vaccin moderna? #coronavirus  #COVID19,"Paris, France",48.8588897,2.320041,Neutral,-0.3025,0.6461,0.3282,0.6461,0.0257,2025-12-05 13:26:52
"‼️#​CDC adds mood disorders to #highrisk #COVID19 list - https://t.co/ldU7WtF756 
TAKEAWAY: millions of people now eligible for #booster based on their #mentalhealth diagnosis alone &amp; gives vulnerable groups another layer of protection #VaccinesSaveLives #meantalhealthawareness",New York,40.7127281,-74.0060152,Neutral,-0.0811,0.7416,0.1697,0.7416,0.0886,2025-12-05 13:26:52
No #running for me this week. #COVID19 booster jag has knocked me for six. Feel like a sack of s**t! Not a happy chappy 🤧🙁,Everywhere,45.5055196,-122.6564484,Negative,-0.9099,0.9217,0.9217,0.0666,0.0118,2025-12-05 13:26:52
"This is a long interview by Ryan Cristian but worthwhile,  students and victims of #Covid 
#COVID19 mass jab fraud and #Nuremberg2 

Brook Jackson Interview - Pfizer Whistleblower Exposes Cover Up Calling Vaccine Data Into Question https://t.co/1yuMd9C5QO","Port Townsend, WA",48.1179702,-122.769544,Neutral,0.1287,0.5749,0.1482,0.5749,0.2769,2025-12-05 13:26:52
"#EnVideo || Prevenir la #COVID19 es tarea de todos. Si sales, toma en cuenta esta serie de recomendaciones y así evitarás el contagio. Recuerda que tu salud y la de los tuyos es lo más importante. https://t.co/frzrOtOJVJ",Caracas - Venezuela,10.5060934,-66.9146008,Neutral,0.1297,0.7953,0.0375,0.7953,0.1672,2025-12-05 13:26:52
"Un estudio evaluó la relación entre localidades afectadas por el humo y estadísticas de casos de #Covid19 severo y mortalidad por la enfermedad.
https://t.co/6Tt2FvLMc6",Concepción,-36.8270698,-73.0502064,Neutral,-0.1551,0.7621,0.1965,0.7621,0.0414,2025-12-05 13:26:52
"La farmacia ofrece una oportunidad para potenciar y acercar la vacunación a la población.
Acceso, proximidad, horario, profesionalidad o confianza de la población.
#Farmaciatucan7 #Medicamentos #farmacia #farmaceuticos #farmaciamadrid #vacunacion #covid19 https://t.co/fdwVX2mn6X",#Madrid,40.416782,-3.703507,Neutral,0.1189,0.8144,0.0333,0.8144,0.1522,2025-12-05 13:26:52
"Journal france2, hôpital la timone à Marseille, admission d’un patient #covid19 de 50 ans non vacciné en détresse respiratoire, direct en réa pour minimum 3 semaines et 7 soignants nécessaires lors des soins et de la surveillance h24. Voilà la réalité imposée par les #antivax","Yvelines, Ile-de-France",48.7620374,1.8871376,Neutral,-0.1501,0.7625,0.1938,0.7625,0.0437,2025-12-05 13:26:52
Naklejka #STOP #COVID-19.  #naklejka #sticker #etsy #covid19 #sign #znak #folia #vinyl https://t.co/EDzovhgGMF https://t.co/qZgs0unidy,"Kraków, Polska",50.0619474,19.9368564,Negative,-0.6264,0.6484,0.6484,0.3296,0.022,2025-12-05 13:26:52
"@uk_domain_names My son lives in London with 4 other guys. My son had #COVID19 in Mexico and now he's the only person in the house who doesn't have covid. He says his antibodies must still be strong.

He promised me that he would still take strict precautions.

He's also double Pfizer vaccinated.","Katherine, Northern Territory",-14.4646157,132.2635993,Neutral,0.1613,0.7305,0.0541,0.7305,0.2154,2025-12-05 13:26:52
"@maurobiani magistrale come sempre (su @repubblica)
#terzadose #complotto #pandemia #covid19 #coronavirus https://t.co/6wA6goLLtW","Turin, Italy",45.0677551,7.6824892,Neutral,-0.1162,0.7857,0.1652,0.7857,0.049,2025-12-05 13:26:52
"🏥 #QuintanaRoo | Durante este sábado, se dieron a conocer 19 nuevos contagios de #COVID19 en el estado; también se reportó una muerte 🦠

Reporte completo: https://t.co/v2PphC4Xxy https://t.co/dF4SlxUxKa","Mérida, Yucatán",20.9670759,-89.6237402,Neutral,-0.0721,0.8524,0.1098,0.8524,0.0377,2025-12-05 13:26:52
"Trois syndicats représentant les travailleurs de la santé sont rapidement montés au créneau, mardi, et ont fait part de leurs inquiétudes concernant la décision de Québec de maintenir en poste le personnel soignant infecté par la #COVID19 #JDM 
https://t.co/aK6AgUTaka","Montréal, Québec, Canada",45.5031824,-73.5698065,Neutral,-0.2772,0.663,0.3071,0.663,0.0299,2025-12-05 13:26:52
"Germany's in a #DELTAVariant surge &amp; the #OmicronVariant is near, so the govt put a General in charge of the nation's #COVID19 response. For 6 yrs, Maj. Gen. Carsten Breuer has led the Territorial Tasks Command of the Bundeswehr, Germany's armed forces.
https://t.co/dHsAHXMQIp","New York, NY",40.7127281,-74.0060152,Neutral,0.0154,0.8447,0.0699,0.8447,0.0853,2025-12-05 13:26:52
